transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost,revenue,gross_profit
T001382,S21,2025-03-19,Beauty,1,GlowWorks,North,14.93,30.97,113.0,4.8,130.46,30.97,16.04
T001278,S04,2025-04-21,Beauty,2,GlowWorks,East,17.67,40.75,76.0,3.67,65.43,81.5,46.16
T002566,S09,2025-05-24,Grocery,2,FreshFarm,East,7.87,12.14,158.0,4.34,113.55,24.28,8.54
T000397,S10,2025-04-06,Apparel,3,StyleHub,South,26.67,52.93,115.0,5.57,126.62,158.79,78.78
T000147,S26,2025-03-21,Electronics,7,NorthStar,West,250.92,315.78,17.0,3.15,95.15,2210.46,454.02
T001121,S25,2025-04-21,Electronics,5,NorthStar,West,255.32,344.3,14.0,4.42,112.5,1721.5,444.9
T002456,S09,2025-06-12,Grocery,2,FreshFarm,East,6.85,10.92,40.0,3.82,88.61,21.84,8.14
T000834,S18,2025-03-24,Home,2,BudgetSource,West,47.25,94.54,54.0,4.47,131.97,189.08,94.58
T002231,S01,2025-02-26,Home,1,BudgetSource,East,43.16,84.6,39.0,4.59,109.44,84.6,41.44
T001839,S18,2025-03-12,Sports,1,ActivePro,West,69.95,126.78,14.0,4.39,98.54,126.78,56.83
T000684,S01,2025-01-24,Grocery,7,FreshFarm,East,7.85,11.77,150.0,6.64,126.04,82.39,27.44
T001517,S23,2025-03-10,Beauty,1,GlowWorks,South,16.54,35.95,140.0,4.27,109.26,35.95,19.41
T001163,S07,2025-01-11,Grocery,3,FreshFarm,North,7.6,11.3,47.0,2.44,68.47,33.9,11.1
T002595,S27,2025-03-24,Home,2,BudgetSource,West,49.62,99.88,37.0,4.1,120.96,199.76,100.52
T002446,S26,2025-03-15,Grocery,2,FreshFarm,West,8.21,13.75,37.0,4.22,152.45,27.5,11.08
T001331,S13,2025-02-17,Grocery,2,FreshFarm,East,7.8,12.34,108.0,2.66,64.73,24.68,9.08
T000086,S30,2025-01-04,Apparel,,StyleHub,West,30.62,66.17,4.0,5.45,131.56,,
T000410,S22,2025-03-07,Home,5,BudgetSource,South,45.71,87.23,68.0,3.76,84.12,436.15,207.6
T001768,S11,2025-05-12,Beauty,1,GlowWorks,South,19.8,43.32,62.0,2.82,60.07,43.32,23.52
T001241,S11,2025-04-23,Apparel,1,StyleHub,South,30.03,62.85,117.0,4.87,125.8,62.85,32.82
T002336,S18,2025-01-25,Grocery,2,FreshFarm,West,8.65,14.54,50.0,4.38,127.74,29.08,11.78
T001408,S29,2025-04-16,Apparel,1,StyleHub,West,27.88,54.25,35.0,4.72,125.24,54.25,26.37
T002457,S18,2025-03-23,Beauty,2,GlowWorks,West,22.79,51.83,,4.15,110.65,103.66,58.08
T002639,S21,2025-05-23,Apparel,1,StyleHub,North,26.04,57.0,126.0,,83.56,57.0,30.96
T000029,S24,2025-02-26,Electronics,2,NorthStar,West,243.53,329.8,18.0,5.0,147.6,659.6,172.54
T000081,S29,2025-02-21,Grocery,1,FreshFarm,West,9.87,14.81,5.0,4.57,134.84,14.81,4.94
T000170,S06,2025-03-19,Electronics,3,NorthStar,East,236.74,325.57,57.0,4.64,146.08,976.71,266.49
T000867,S30,2025-02-26,Grocery,1,FreshFarm,West,7.86,11.8,58.0,4.26,144.09,11.8,3.94
T001399,S13,2025-01-18,Grocery,3,FreshFarm,East,8.31,13.39,85.0,3.34,79.46,40.17,15.24
T002590,S23,2025-06-09,Grocery,2,FreshFarm,South,7.79,11.31,157.0,4.65,105.07,22.62,7.04
T000092,S03,2025-01-21,Home,4,BudgetSource,North,37.51,67.21,96.0,5.54,133.44,268.84,118.8
T000926,S07,2025-04-18,Home,7,BudgetSource,North,41.1,83.01,111.0,3.15,83.75,581.07,293.37
T000874,S06,2025-03-17,Grocery,1,FreshFarm,East,9.09,13.28,130.0,5.63,141.51,13.28,4.19
T000195,S17,2025-03-13,Home,2,BudgetSource,North,47.69,95.63,118.0,3.14,90.85,191.26,95.88
T000681,S16,2025-06-13,Electronics,3,,South,238.72,302.18,22.0,4.49,121.63,906.54,190.38
T002322,S26,2025-02-15,Home,1,BudgetSource,West,49.86,93.04,17.0,3.22,102.78,93.04,43.18
T001858,S26,2025-03-18,Grocery,2,FreshFarm,West,8.44,13.51,56.0,3.74,109.29,27.02,10.14
T000639,S03,2025-05-05,Grocery,1,FreshFarm,North,7.64,11.73,15.0,,72.06,11.73,4.09
T000971,S29,2025-03-10,Grocery,2,FreshFarm,West,7.43,11.28,20.0,3.02,94.99,22.56,7.7
T002024,S06,2025-02-20,Sports,5,ActivePro,East,48.18,86.62,158.0,3.89,93.81,433.1,192.2
T001294,S25,2025-02-20,Apparel,,StyleHub,West,29.69,65.16,47.0,2.44,63.27,,
T002295,S17,2025-01-13,Apparel,1,StyleHub,North,28.56,64.28,80.0,5.43,101.91,64.28,35.72
T000567,S26,2025-06-05,Sports,7,ActivePro,West,58.78,115.82,8.0,5.47,143.02,810.74,399.28
T001971,S25,2025-04-01,Electronic,1,NorthStar,West,233.7,310.77,28.0,6.02,133.96,310.77,77.07
T001833,S11,2025-02-01,Electronics,3,NorthStar,South,248.49,332.6,32.0,3.68,104.46,997.8,252.33
T000110,S25,2025-06-24,Electronics,1,NorthStar,West,294.61,441.85,63.0,2.47,61.42,441.85,147.24
T001637,S28,2025-03-02,Home,6,BudgetSource,West,47.99,81.24,25.0,4.48,141.18,487.44,199.5
T002198,S23,2025-04-27,Sports,2,ActivePro,South,53.2,100.39,159.0,4.13,111.8,200.78,94.38
T001106,S19,2025-01-10,Electronics,2,NorthStar,South,220.23,270.61,75.0,3.94,88.44,541.22,100.76
T001457,S06,2025-02-21,Grocery,2,FreshFarm,East,8.82,13.97,57.0,4.53,89.47,27.94,10.3
T000245,S18,2025-02-15,Electronics,2,NorthStar,West,214.3,294.44,43.0,1.63,52.75,588.88,160.28
T002091,S13,2025-06-20,Electronics,1,NorthStar,East,300.07,394.38,100.0,1.83,50.35,394.38,94.31
T001137,S19,2025-06-29,Electronics,4,NorthStar,South,276.78,370.85,39.0,3.74,98.97,1483.4,376.28
T001597,S28,2025-05-28,Sports,4,ActivePro,West,51.34,103.92,50.0,4.68,130.58,415.68,210.32
T000835,S21,2025-03-12,Sports,2,ActivePro,North,55.56,105.75,143.0,3.5,82.18,211.5,100.38
T002532,S30,2025-02-09,Home,7,BudgetSource,West,50.72,96.77,34.0,5.22,157.77,677.39,322.35
T000020,S02,2025-04-30,Apparel,2,StyleHub,South,28.1,58.67,141.0,3.56,75.79,117.34,61.14
T002661,S28,2025-06-10,Grocery,1,FreshFarm,West,7.98,11.29,41.0,4.98,135.98,11.29,3.31
T002119,S30,2025-05-10,Electronics,3,NorthStar,West,337.22,466.27,21.0,3.87,129.25,1398.81,387.15
T002622,S14,2025-02-21,Grocery,1,FreshFarm,West,7.99,12.19,46.0,4.74,122.57,12.19,4.2
T000078,S22,2025-04-05,Electronics,3,NorthStar,South,261.83,334.87,149.0,2.56,62.79,1004.61,219.12
T001284,S29,2025-05-18,Sports,4,ActivePro,West,57.18,117.1,13.0,5.51,165.6,468.4,239.68
T001484,S20,2025-03-05,Apparel,3,StyleHub,South,27.57,61.27,55.0,4.16,126.79,183.81,101.1
T002979,S14,,Apparel,2,StyleHub,West,23.24,51.0,61.0,4.51,164.9,102.0,55.52
T002919,S14,2025-06-18,Grocery,3,FreshFarm,West,7.88,10.59,57.0,5.3,156.9,31.77,8.13
T001721,S23,2025-06-08,Home,2,BudgetSource,South,44.95,84.65,129.0,2.85,70.23,169.3,79.4
T002401,S29,2025-05-07,Electronics,,NorthStar,West,202.65,265.65,37.0,3.06,74.91,,
T001883,S25,2025-06-19,Home,2,BudgetSource,West,46.68,82.61,55.0,4.33,112.7,165.22,71.86
T002754,S03,2025-05-18,Electronics,3,NorthStar,North,291.32,404.93,96.0,4.2,90.81,1214.79,340.83
T002501,S04,2025-05-15,Electronics,2,NorthStar,East,245.07,313.26,157.0,5.57,160.22,626.52,136.38
T002815,S23,2025-01-06,Groceries,1,FreshFarm,South,8.15,12.39,131.0,4.25,108.5,12.39,4.24
T000758,S07,2025-02-27,Home,1,BudgetSource,North,49.83,95.92,69.0,4.11,78.7,95.92,46.09
T002887,S21,2025-03-16,Home,1,BudgetSource,North,54.95,95.05,145.0,4.13,112.4,95.05,40.1
T002863,S29,2025-03-14,Electronics,2,NorthStar,West,213.29,279.48,49.0,5.08,156.73,558.96,132.38
T002886,S28,2025-04-03,Home,4,BudgetSource,West,44.17,86.49,19.0,5.4,149.45,345.96,169.28
T001233,S15,2025-04-11,Sports,5,ActivePro,East,56.96,114.59,79.0,3.77,98.19,572.95,288.15
T000133,S20,2025-04-08,Home,6,BudgetSource,South,47.51,94.77,133.0,,102.05,568.62,283.56
T002930,S28,2025-04-05,Home,2,BudgetSource,West,48.92,78.32,24.0,5.53,180.19,156.64,58.8
T001799,S22,2025-03-26,Grocery,3,FreshFarm,South,8.24,12.36,110.0,4.42,106.05,37.08,12.36
T002279,S16,2025-02-03,Sports,1,ActivePro,South,59.16,116.12,27.0,2.75,70.06,116.12,56.96
T000655,S16,2025-03-30,Apparel,2,StyleHub,South,29.19,61.12,158.0,5.66,158.2,122.24,63.86
T001555,S01,2025-02-26,Home,2,BudgetSource,East,48.27,82.89,139.0,3.33,63.02,165.78,69.24
T000879,S25,2025-02-16,Electronic,4,NorthStar,West,223.73,332.29,6.0,3.01,95.26,1329.16,434.24
T001561,S19,2025-05-16,Apparel,,StyleHub,South,26.04,50.2,70.0,3.0,75.87,,
T002835,S04,2025-01-13,Sports,2,ActivePro,East,68.86,134.24,73.0,4.84,148.34,268.48,130.76
T001259,S06,2025-02-09,Sports,,ActivePro,East,45.82,89.48,39.0,6.36,148.94,,
T002371,S27,2025-04-06,Apparel,1,,West,24.12,50.37,32.0,,71.85,50.37,26.25
T002368,S26,2025-01-17,Electronics,2,NorthStar,West,214.56,298.15,34.0,4.84,135.32,596.3,167.18
T000250,S07,2025-05-23,Home,9,BudgetSource,North,38.33,74.13,153.0,2.43,60.05,667.17,322.2
T001223,S21,2025-01-24,Groceries,6,FreshFarm,North,9.18,14.42,46.0,3.41,72.73,86.52,31.44
T000182,S24,2025-05-07,Grocery,2,,West,8.1,12.95,48.0,3.98,127.4,25.9,9.7
T002258,S10,2025-06-29,Grocery,1,FreshFarm,South,5.23,8.44,150.0,4.37,111.29,8.44,3.21
T000088,S10,2025-04-05,Home,3,,South,42.43,78.15,79.0,5.34,131.68,234.45,107.16
T002851,S04,2025-05-10,Grocery,2,FreshFarm,East,7.86,11.62,11.0,4.72,106.17,23.24,7.52
T000053,S30,2025-01-25,Beauty,2,GlowWorks,West,17.99,40.87,15.0,2.64,75.97,81.74,45.76
T000171,S20,2025-01-31,Home,6,BudgetSource,South,52.31,92.22,,3.2,74.34,553.32,239.46
T001766,S22,2025-02-12,Home,1,BudgetSource,South,42.44,77.89,30.0,5.13,157.8,77.89,35.45
T000644,S21,2025-03-16,Grocery,2,FreshFarm,North,7.87,12.03,71.0,2.84,74.3,24.06,8.32
T000405,S12,2025-04-10,Grocery,2,FreshFarm,South,7.05,10.06,124.0,4.9,115.43,20.12,6.02
T000611,S21,2025-01-27,Electronics,4,NorthStar,North,,341.46,78.0,4.71,112.26,1365.84,
T002644,S23,2025-06-19,Electronic,8,NorthStar,South,290.17,361.49,132.0,5.18,97.06,2891.92,570.56
T000870,S11,2025-03-25,Grocery,1,FreshFarm,South,9.08,13.93,150.0,7.04,177.36,13.93,4.85
T001285,S30,2025-05-07,Apparel,4,StyleHub,West,28.91,58.33,61.0,5.82,181.38,233.32,117.68
T000014,S03,2025-06-11,Home,1,BudgetSource,North,45.93,77.83,110.0,3.41,89.29,77.83,31.9
T000537,S27,2025-06-24,Electronic,2,NorthStar,West,287.23,388.26,64.0,4.65,112.09,776.52,202.06
T002308,S13,2025-02-25,Sports,1,ActivePro,East,51.36,99.47,149.0,7.01,158.19,99.47,48.11
T000475,S29,2025-06-13,Beauty,1,GlowWorks,West,19.58,43.43,6.0,3.4,103.21,43.43,23.85
T001085,S10,,Beauty,1,GlowWorks,South,17.37,36.72,141.0,5.6,120.26,36.72,19.35
T000505,S26,2025-03-17,Beauty,2,GlowWorks,West,16.83,39.06,17.0,4.97,173.5,78.12,44.46
T002833,S04,2025-04-24,Home,1,BudgetSource,East,46.71,84.17,81.0,5.74,162.13,84.17,37.46
T001453,S16,2025-06-26,Home,1,BudgetSource,South,52.24,91.21,15.0,5.79,166.78,91.21,38.97
T000484,S03,2025-06-23,Grocery,3,FreshFarm,North,8.29,11.93,72.0,5.62,140.88,35.79,10.92
T002493,S14,2025-01-18,Electronics,2,NorthStar,West,255.58,327.86,21.0,,137.42,655.72,144.56
T000936,S18,2025-05-04,Apparel,2,StyleHub,West,28.04,58.0,55.0,4.29,141.23,116.0,59.92
T002081,S05,2025-01-23,Grocery,3,FreshFarm,East,8.61,13.58,157.0,3.1,70.33,40.74,14.91
T001185,S05,2025-05-08,Electronic,3,NorthStar,East,285.15,362.4,54.0,6.48,144.19,1087.2,231.75
T002006,S15,2025-06-07,Apparel,5,StyleHub,East,26.31,59.39,15.0,3.85,93.26,296.95,165.4
T001172,S19,2025-01-13,Grocery,6,FreshFarm,South,6.36,9.67,38.0,5.07,150.01,58.02,19.86
T001479,S11,2025-02-26,Beauty,2,GlowWorks,South,16.04,35.27,64.0,3.67,97.67,70.54,38.46
T001109,S23,2025-03-30,Grocery,1,FreshFarm,South,8.59,14.07,17.0,5.67,154.8,14.07,5.48
T001512,S25,2025-01-01,Sports,1,ActivePro,West,59.7,114.61,55.0,3.52,90.86,114.61,54.91
T001991,S15,2025-05-20,Electronics,3,NorthStar,East,245.63,328.58,48.0,4.37,129.5,985.74,248.85
T001710,S23,2025-04-07,Grocery,4,FreshFarm,South,7.32,11.56,31.0,3.16,80.02,46.24,16.96
T000554,S15,2025-06-09,Electronics,2,NorthStar,East,297.15,403.02,95.0,5.39,120.43,806.04,211.74
T000263,S05,2025-03-24,Electronics,4,NorthStar,East,221.26,320.78,147.0,3.7,96.0,1283.12,398.08
T001216,S03,2025-05-05,Electronics,1,NorthStar,North,276.11,376.09,76.0,3.69,92.55,376.09,99.98
T000244,S09,2025-01-12,Sports,2,ActivePro,East,45.12,88.81,89.0,4.47,101.78,177.62,87.38
T000338,S08,2025-03-16,Grocery,3,FreshFarm,South,6.47,9.19,122.0,4.05,93.83,27.57,8.16
T001422,S24,2025-05-13,Cosmetics,2,GlowWorks,West,17.15,40.82,31.0,5.58,155.98,81.64,47.34
T000129,S01,2025-05-26,Apparel,3,StyleHub,East,29.78,65.75,30.0,4.03,90.46,197.25,107.91
T000109,S25,2025-01-31,Apparel,1,StyleHub,West,29.89,62.1,5.0,5.77,174.08,62.1,32.21
T001077,S04,2025-06-25,Electronics,1,NorthStar,East,300.87,406.9,72.0,4.7,118.01,406.9,106.03
T002369,S09,2025-03-25,Electronics,,NorthStar,East,228.25,307.93,115.0,4.36,115.98,,
T001694,S23,2025-05-23,Clothing,10,StyleHub,South,25.15,52.18,156.0,5.22,135.11,521.8,270.3
T000266,S30,2025-04-16,Electronics,1,NorthStar,West,276.21,356.79,26.0,4.78,136.79,356.79,80.58
T002473,S04,,Home,1,BudgetSource,East,40.98,75.75,105.0,4.04,93.34,75.75,34.77
T001611,S02,2025-03-19,Sports,2,ActivePro,South,66.01,126.77,18.0,4.44,98.7,253.54,121.52
T001021,S29,2025-05-15,Home,1,BudgetSource,West,42.56,72.67,37.0,5.3,136.72,72.67,30.11
T000355,S25,2025-01-29,Electronics,7,NorthStar,West,255.19,316.89,36.0,3.16,116.07,2218.23,431.9
T000145,S23,2025-02-16,Sports,3,ActivePro,South,51.67,109.41,,4.31,95.92,328.23,173.22
T000741,S03,2025-04-24,Beauty,2,GlowWorks,North,17.03,36.65,47.0,4.03,121.12,73.3,39.24
T001012,S28,2025-03-23,Grocery,1,FreshFarm,West,8.71,14.18,,5.12,163.96,14.18,5.47
T002088,S12,2025-02-15,Home Goods,3,BudgetSource,South,42.99,74.03,156.0,5.45,152.29,222.09,93.12
T002745,S27,2025-06-07,Apparel,2,StyleHub,West,33.57,78.88,4.0,3.42,98.95,157.76,90.62
T000845,S13,2025-02-11,Grocery,2,FreshFarm,East,7.43,11.84,136.0,3.01,73.14,23.68,8.82
T001953,S01,2025-06-17,Grocery,1,FreshFarm,East,9.74,15.88,87.0,4.92,144.39,15.88,6.14
T002373,S02,2025-01-08,Electronics,1,NorthStar,South,230.84,339.79,128.0,4.01,96.28,339.79,108.95
T001102,S10,2025-01-22,Electronics,8,NorthStar,South,234.68,292.48,116.0,5.5,147.72,2339.84,462.4
T001854,S12,2025-06-01,Apparel,9,StyleHub,South,29.53,59.51,91.0,6.04,147.17,535.59,269.82
T002223,S20,2025-05-23,Beauty,5,GlowWorks,South,18.43,44.68,126.0,4.18,90.38,223.4,131.25
T002093,S15,2025-02-08,Grocery,2,FreshFarm,East,6.95,11.45,93.0,4.24,102.27,22.9,9.0
T002985,S24,2025-02-23,Electronics,2,NorthStar,West,204.47,272.57,11.0,3.73,112.12,545.14,136.2
T001200,S09,2025-03-20,Electronics,4,NorthStar,East,264.5,390.18,147.0,5.47,157.84,1560.72,502.72
T002542,S09,2025-06-14,Electronics,4,NorthStar,East,278.88,353.72,66.0,4.53,111.24,1414.88,299.36
T000705,S18,2025-03-15,Grocery,1,FreshFarm,West,9.13,14.11,19.0,4.26,138.68,14.11,4.98
T000894,S27,2025-06-03,Grocery,2,FreshFarm,West,7.73,11.61,3.0,4.81,119.99,23.22,7.76
T002925,S19,2025-05-17,Apparel,4,StyleHub,South,25.5,51.82,95.0,2.77,68.81,207.28,105.28
T001134,S04,2025-02-13,Beauty,1,GlowWorks,East,19.56,40.89,140.0,4.9,88.9,40.89,21.33
T000252,S22,2025-06-21,Electronics,2,NorthStar,South,277.36,383.6,113.0,4.64,105.68,767.2,212.48
T002014,S16,2025-04-19,Sports,1,ActivePro,South,55.93,114.15,79.0,4.83,124.48,114.15,58.22
T002466,S14,2025-02-15,Grocery,2,FreshFarm,West,8.44,13.11,4.0,5.1,134.67,26.22,9.34
T000842,S20,2025-05-02,Apparel,4,StyleHub,South,26.41,58.08,120.0,3.84,98.41,232.32,126.68
T000562,S23,2025-01-15,Sports,3,ActivePro,South,50.94,103.03,155.0,3.78,91.87,309.09,156.27
T000204,S12,2025-05-05,Apparel,6,StyleHub,South,25.6,49.12,89.0,,118.35,294.72,141.12
T000493,S24,2025-06-02,Home,6,BudgetSource,West,49.54,97.3,,6.63,188.89,583.8,286.56
T001837,S26,2025-05-06,Grocery,2,FreshFarm,West,9.22,14.28,15.0,5.26,178.25,28.56,10.12
T000564,S24,2025-02-15,Beauty,1,GlowWorks,West,20.73,46.32,26.0,5.45,187.98,46.32,25.59
T001326,S25,2025-05-26,Grocery,2,FreshFarm,West,7.03,10.32,3.0,3.98,92.52,20.64,6.58
T002182,S17,2025-06-28,Home,2,BudgetSource,North,55.47,99.96,149.0,,140.08,199.92,88.98
T001038,S06,2025-03-29,Beauty,2,GlowWorks,East,14.59,32.17,119.0,3.81,90.07,64.34,35.16
T002415,S22,2025-03-13,Grocery,2,FreshFarm,South,7.42,10.32,141.0,2.88,66.02,20.64,5.8
T001290,S12,2025-01-16,Electronics,4,NorthStar,South,211.81,297.67,10.0,5.72,99.65,1190.68,343.44
T000978,S29,2025-01-07,Home,5,BudgetSource,West,44.42,78.46,10.0,4.77,135.22,392.3,170.2
T001442,S20,2025-01-11,Electronics,3,NorthStar,South,238.43,293.7,127.0,5.11,113.06,881.1,165.81
T000608,S11,2025-03-03,Sports,2,ActivePro,South,52.58,103.95,79.0,5.3,148.06,207.9,102.74
T002650,S07,2025-04-19,Apparel,5,StyleHub,North,30.87,62.63,138.0,3.62,96.21,313.15,158.8
T001411,S25,2025-06-08,Electronics,3,,West,254.21,335.07,4.0,5.18,183.04,1005.21,242.58
T001330,S01,,Beauty,3,GlowWorks,East,19.33,45.44,42.0,4.4,123.93,136.32,78.33
T002207,S22,2025-02-18,Grocery,2,FreshFarm,South,7.78,12.14,116.0,2.76,71.97,24.28,8.72
T000091,S17,2025-06-02,Electronics,4,NorthStar,North,233.54,329.68,17.0,4.8,144.04,1318.72,384.56
T001947,S29,2025-01-01,Beauty,4,GlowWorks,West,16.69,35.94,15.0,2.96,91.16,143.76,77.0
T000641,S18,2025-01-18,Electronics,1,NorthStar,West,229.12,323.78,56.0,5.23,164.14,323.78,94.66
T000271,S12,2025-03-08,Apparel,4,StyleHub,South,25.95,57.78,123.0,5.61,156.78,231.12,127.32
T002816,S22,2025-04-09,Electronics,4,NorthStar,South,260.91,356.23,72.0,3.88,80.49,1424.92,381.28
T001916,S17,2025-05-01,Home,1,BudgetSource,North,47.06,84.73,65.0,4.45,116.89,84.73,37.67
T001938,S27,2025-04-26,Clothing,1,StyleHub,West,27.43,56.25,36.0,2.73,62.73,56.25,28.82
T000036,S17,2025-06-16,Grocery,1,FreshFarm,North,7.32,11.24,63.0,4.6,102.64,11.24,3.92
T002713,S16,2025-03-04,Apparel,4,StyleHub,South,28.7,62.26,94.0,4.81,138.02,249.04,134.24
T001240,S20,2025-01-22,Apparel,1,StyleHub,South,25.92,57.91,124.0,,88.83,57.91,31.99
T002827,S25,2025-01-30,Grocery,2,FreshFarm,West,7.25,11.77,0.0,3.3,93.27,23.54,9.04
T001898,S15,2025-04-12,Electronics,1,NorthStar,East,189.73,272.75,105.0,4.83,131.25,272.75,83.02
T000367,S20,2025-02-23,Beauty,4,GlowWorks,South,16.35,36.87,26.0,4.91,102.87,147.48,82.08
T000976,S26,2025-05-18,Grocery,,FreshFarm,West,8.72,13.76,54.0,6.39,201.84,,
T000199,S23,2025-04-26,Grocery,2,FreshFarm,South,8.47,13.54,149.0,3.87,84.65,27.08,10.14
T001696,S04,2025-01-12,Home,6,BudgetSource,East,37.23,66.42,50.0,5.01,133.58,398.52,175.14
T000585,S07,2025-06-28,Electronics,3,NorthStar,North,289.43,366.74,48.0,7.11,196.71,1100.22,231.93
T002465,S14,2025-06-14,Electronics,2,NorthStar,West,265.36,329.36,19.0,3.48,99.77,658.72,128.0
T000500,S30,2025-04-01,Grocery,2,FreshFarm,West,8.02,11.84,11.0,3.9,148.3,23.68,7.64
T000385,S29,2025-01-13,Clothing,1,StyleHub,West,26.98,58.51,35.0,3.51,72.56,58.51,31.53
T002289,S05,2025-06-14,Home,2,BudgetSource,East,46.2,85.17,18.0,2.55,62.82,170.34,77.94
T001144,S16,2025-06-28,Electronics,1,NorthStar,South,276.44,376.92,145.0,5.11,131.46,376.92,100.48
T001760,S30,2025-01-17,Electronics,4,NorthStar,West,229.1,304.16,11.0,4.67,160.09,1216.64,300.24
T002511,S23,2025-04-27,Electronics,2,NorthStar,South,254.21,360.17,53.0,2.57,70.14,720.34,211.92
T000679,S23,2025-03-22,Apparel,1,StyleHub,South,28.57,62.01,77.0,5.46,155.31,62.01,33.44
T002494,S07,2025-06-14,Electronics,1,NorthStar,North,351.1,483.2,91.0,6.25,176.46,483.2,132.1
T001158,S13,2025-03-13,Home,1,BudgetSource,East,52.65,96.88,56.0,3.46,70.3,96.88,44.23
T002682,S01,2025-01-16,Electronics,6,NorthStar,East,217.09,309.5,32.0,5.91,174.18,1857.0,554.46
T000711,S21,2025-02-05,Grocery,4,FreshFarm,North,7.71,11.47,82.0,4.76,105.5,45.88,15.04
T001448,S09,2025-01-18,Electronics,1,NorthStar,East,235.4,293.33,81.0,5.36,138.27,293.33,57.93
T001503,S06,2025-01-07,Apparel,4,StyleHub,East,23.73,51.31,128.0,5.14,128.76,205.24,110.32
T000184,S11,2025-06-03,Apparel,5,StyleHub,South,24.02,48.86,40.0,5.55,130.17,244.3,124.2
T001978,S03,2025-01-14,Grocery,9,FreshFarm,North,8.74,13.54,114.0,2.22,60.04,121.86,43.2
T002350,S30,2025-05-22,Sports,6,ActivePro,West,51.5,100.08,21.0,5.01,145.88,600.48,291.48
T000559,S24,2025-04-12,Apparel,7,StyleHub,West,27.77,57.59,29.0,4.19,136.41,403.13,208.74
T001161,S17,2025-01-30,Electronics,9,NorthStar,North,197.07,257.24,66.0,6.57,138.77,2315.16,541.53
T002219,S07,2025-03-28,Electronics,,NorthStar,North,261.05,320.58,69.0,5.39,126.31,,
T001627,S12,2025-02-06,Grocery,,FreshFarm,South,7.73,11.32,136.0,5.88,142.87,,
T000062,S30,2025-05-18,Electronics,2,NorthStar,West,209.42,271.12,56.0,5.13,139.74,542.24,123.4
T000006,S13,2025-02-21,Home,,BudgetSource,East,46.75,87.3,111.0,4.03,77.74,,
T002744,S18,2025-04-18,Home,1,BudgetSource,West,38.49,82.04,34.0,3.23,90.83,82.04,43.55
T000694,S28,2025-05-31,Electronics,1,NorthStar,West,281.81,341.37,29.0,4.74,132.81,341.37,59.56
T002385,S10,2025-03-20,Grocery,,FreshFarm,South,7.97,12.82,131.0,2.67,70.6,,
T002130,S27,2025-05-18,Apparel,2,StyleHub,West,30.56,71.88,48.0,6.33,171.37,143.76,82.64
T000173,S03,2025-02-23,Sports,2,ActivePro,North,54.25,105.69,80.0,2.9,73.37,211.38,102.88
T000499,S23,2025-01-13,Home,4,BudgetSource,South,41.91,71.95,108.0,4.79,121.13,287.8,120.16
T000138,S19,2025-02-20,Beauty,1,GlowWorks,South,17.61,40.26,27.0,3.69,97.89,40.26,22.65
T001208,S25,2025-03-06,Electronics,1,NorthStar,West,208.41,282.94,62.0,4.53,125.14,282.94,74.53
T002631,S07,2025-04-02,Home,2,BudgetSource,North,48.95,89.33,105.0,4.06,91.78,178.66,80.76
T000777,S22,2025-03-31,Electronics,3,NorthStar,South,272.39,328.16,,6.04,163.81,984.48,167.31
T001532,S08,2025-04-06,Home,7,BudgetSource,South,38.32,68.25,130.0,4.53,117.91,477.75,209.51
T000080,S23,2025-04-28,Cosmetics,1,GlowWorks,South,16.32,37.97,37.0,5.04,123.71,37.97,21.65
T002676,S20,2025-04-22,Electronics,1,NorthStar,South,192.23,271.09,129.0,4.95,88.33,271.09,78.86
T002819,S04,2025-04-22,Beauty,3,GlowWorks,East,21.08,45.49,137.0,4.61,128.79,136.47,73.23
T001560,S27,2025-05-06,Beauty,1,GlowWorks,West,18.81,44.09,0.0,5.68,161.9,44.09,25.28
T001398,S10,2025-04-29,Electronics,2,NorthStar,South,255.94,398.9,68.0,2.93,70.59,797.8,285.92
T000075,S05,2025-01-20,Home,2,BudgetSource,East,38.18,73.66,132.0,3.96,105.98,147.32,70.96
T001155,S02,2025-04-12,Grocery,5,FreshFarm,South,9.14,15.19,13.0,4.68,123.8,75.95,30.25
T001907,S30,2025-06-03,Electronics,1,NorthStar,West,256.9,331.9,37.0,3.18,86.54,331.9,75.0
T000073,S08,2025-06-04,Home,1,,South,54.77,104.71,87.0,5.03,123.05,104.71,49.94
T002021,S13,2025-04-03,Apparel,3,StyleHub,East,25.94,49.08,18.0,5.3,152.18,147.24,69.42
T000887,S03,2025-01-10,Apparel,3,StyleHub,North,34.49,78.59,132.0,5.18,117.11,235.77,132.3
T001615,S23,2025-06-06,Electronics,1,NorthStar,South,246.46,342.11,43.0,,115.03,342.11,95.65
T000108,S28,2025-03-25,Grocery,1,FreshFarm,West,8.18,12.23,14.0,5.33,150.13,12.23,4.05
T001394,S24,2025-04-11,Home,1,BudgetSource,West,46.39,87.01,6.0,3.58,105.14,87.01,40.62
T001540,S01,2025-06-11,Electronics,7,NorthStar,East,328.8,451.68,31.0,5.52,124.72,3161.76,860.16
T001490,S02,2025-05-23,Sports,1,ActivePro,South,46.63,94.34,98.0,5.43,108.18,94.34,47.71
T000831,S08,,Sports,1,ActivePro,South,61.47,113.32,19.0,3.25,92.57,113.32,51.85
